,target,ConstrPattern
9727,удержаться 4.1,Snom V в + Sloc
9728,удержаться 4.2,Snom V в + Sloc у + Sgen
9729,удивить 1.1,Snom V Sacc
9730,удивить 1.2,Snom V Sacc Sins
9731,удивиться 1.1,Snom V
9732,удивиться 1.2,Snom V Sdat
9733,удивиться 1.3,Snom V Conj + CL
9734,удивиться 1.4,Snom V «CL»
9735,удобрить 1.1,Snom V Sacc
9736,удобрить 1.2,Snom V Sacc Sins
9737,удовлетворить 1.1,Snom V Sacc
9738,удовлетворить 2.1,Snom V Sacc
9739,удовлетворить 3.1,Snom V Sacc
9740,удостоить 1.1,Snom V Sacc Sins
9741,удостоить 2.1,Snom V Sacc Sins
9742,уехать 1.1,Snom V
9743,уехать 1.2,Snom V {ADV / PRоткуда + Sx}
9744,уехать 1.3,Snom V {ADV / PRкуда + Sx}
9745,уехать 1.4,Snom V на + Sacc
9746,уехать 1.5,Snom V за + Sins
9747,уехать 1.6,Snom V на + Sacc
9748,уехать 1.7,Snom V Vinf
9749,ужинать 1.1,Snom V
9750,ужинать 1.2,Snom V Sins
9751,узнать 1.1,Snom V Sacc
9752,узнать 1.2,Snom V {о + Sloc / про + Sacc}
9753,узнать 1.3,Snom V что + CL
9754,узнать 1.4,Snom V CLi
9755,узнать 1.5,Snom V Rel + CL
9756,узнать 1.6,Snom V {Sacc / о + Sloc / что + CL} от + Sgen
9757,узнать 1.7,Snom V {Sacc / о + Sloc / что + CL / CL / Rel + CL} PRгде + Sx
9758,узнать 1.8,Snom V {Sacc / о + Sloc / что + CL / Rel + CL} из + Sgen
9759,узнать 2.1,Snom V Sacc
9760,узнать 2.2,Snom V Sacc ADV
9761,узнать 3.1,Snom V Sacc
9762,узнать 3.2,Snom V Rel + CL
9763,узнать 4.1,Snom V
9764,узнать 4.2,Snom V Sacc
9765,узнать 4.3,Snom V Sacc по + Sdat
9766,узнать 4.4,Snom V Sacc в + Sloc
9767,уйти 1.1,Snom V
9768,уйти 1.2,Snom V {ADV / PRоткуда + Sx}
9769,уйти 1.3,Snom V {ADV / PRкуда + Sx}
9770,уйти 1.4,Snom V PRтраект + Sx
9771,уйти 1.5,Snom V на + Sacc
9772,уйти 1.6,Snom V за + Sins
9773,уйти 1.7,Snom V Vinf
9774,уйти 2.1,Snom V
9775,уйти 2.2,Snom V {ADV / PR + Sx}
9776,уйти 2.3,Snom V {ADV / PRкуда + Sx}
9777,уйти 2.4,Snom V в + Sacc
9778,уйти 3.1,Snom V
9779,уйти 3.2,Snom V от + Sgen
9780,уйти 4.1,Snom V {ADV / PRкуда + Sx}
9781,уйти 5.1,Snom V {в + Sacc / под + Sacc}
9782,уйти 5.2,Snom V в + Sacc на + Sacc
9783,уйти 5.3,Snom V в + Sacc по + Sdat
9784,уйти 5.4,Snom V в + Sacc Sins
9785,уйти 6.1,Snom V PRкуда + Sx
9786,уйти 6.2,Snom V PRкуда + Sx Sins
9787,уйти 7.1,Snom V в + Sacc
9788,уйти 8.1,Snom V
9789,уйти 8.2,Snom V {ADV / PRоткуда + Sx}
9790,уйти 8.3,Snom V {ADV / PRкуда + Sx}
9791,уйти 8.4,Snom V {в + Sacc / на + Sacc}
9792,уйти 9.1,Snom V из + Sgen
9793,уйти 9.2,Snom V от + Sgen
9794,уйти 9.3,Snom V к + Sdat
9795,уйти 10.1,Snom V
9796,уйти 10.2,Snom V с + Sins
9797,уйти 11.1,Snom V
9798,уйти 11.2,Snom V от + Sgen
9799,уйти 12.1,Snom V
9800,уйти 13.1,Snom V
9801,уйти 13.2,Snom V {ADV / на + Sacc}
9802,уйти 14.1,Snom V на + Sacc
9803,указать 1.1,Snom V на + Sacc
9804,указать 1.2,Snom V Sdat на + Sacc
9805,указать 1.3,Snom V на + Sacc Sins
9806,указать 2.1,Snom V Sacc Sdat
9807,указать 2.2,Snom V Sdat Rel + CL
9808,указать 3.1,Snom V Sacc
9809,указать 3.2,Snom V на + Sacc
9810,указать 3.3,Snom V что + CL
9811,указать 3.4,Snom V Rel + CL
9812,указать 3.5,Snom V {Sacc / на + Sacc / что + CL / Rel + CL} Sdat
9813,указать 4.1,Snom V
9814,указать 4.2,Snom V Sdat
9815,указать 5.1,Snom V на + Sacc
9816,укрепить 1.1,Snom V Sacc
9817,укрепить 1.2,Snom V Sacc Sins
9818,укрепить 2.1,Snom V Sacc {ADV / PRгде + Sx}
9819,укрепить 3.1,Snom V Sacc
9820,укрепить 4.1,Snom V Sacc
9821,укрепить 4.2,Snom V Sacc Sins
9822,укрыть 1.1,Snom V Sacc
9823,укрыть 1.2,Snom V Sacc до + Sgen
9824,укрыть 1.3,Snom V Sacc Sins
9825,укрыть 1.4,Snom V Sacc с + головой
9826,укрыть 2.1,Snom V Sacc
9827,укрыть 2.2,Snom V Sacc {ADV / PRгде + Sx}
9828,укрыть 2.3,Snom V Sacc от + Sgen
9829,укрыть 3.1,Snom V Sacc от + Sgen
9830,укрыться 1.1,Snom V
9831,укрыться 1.2,Snom V Sins
9832,укрыться 1.3,Snom V до + Sgen
9833,укрыться 1.4,Snom V с + головой
9834,укрыться 2.1,Snom V
9835,укрыться 2.2,Snom V {ADV / PRгде + Sx}
9836,укрыться 2.3,Snom V от + Sgen
9837,укрыться 3.1,Snom не V от + Sgen
9838,уложить 1.1,Snom V Sacc
9839,уложить 1.2,Snom V Sacc PRкуда + Sx
9840,уложить 1.3,Snom V Sacc Vinf
9841,уложить 2.1,Snom V Sacc {ADV / PRгде + Sx}
9842,уложить 3.1,Snom V Sacc
9843,уложить 3.2,Snom V Sacc Sins
9844,уложить 4.1,Snom V Sacc
9845,уложить 4.2,Snom V Sacc {ADV / PRкуда + Sx}
9846,уложить 4.3,Snom V Sacc {ADV / PRгде + Sx}
9847,уложить 4.4,Snom V Sacc в + Sacc
9848,уложить 4.5,Snom V Sacc Sins
9849,уложить 5.1,Snom V Sacc
9850,уложить 6.1,Snom V Sacc
9851,уложить 7.1,Snom V Sacc в + Sacc
9852,уложить 8.1,Snom V Sacc Sins
9853,уложиться 1.1,Snom V
9854,уложиться 2.1,Snom V PRкуда + Sx
9855,уложиться 2.2,Snom V PRгде + Sx
9856,уложиться 3.1,Snom V в + Sacc
9857,улучшить 1.1,Snom V Sacc
9858,улучшиться 1.1,Snom V
9859,улучшиться 1.2,Snom V ADV
9860,улыбаться 1.1,Snom V
9861,улыбаться 1.2,Snom V Sdat
9862,улыбаться 1.3,Snom V Sins
9863,улыбаться 2.1,Snom V Sdat
9864,улыбаться 3.1,Snom V Sdat
9865,уменьшить 1.1,Snom V Sacc
9866,уменьшить 1.2,Snom V Sacc {ADV / в + Sacc}
9867,уменьшить 1.3,Snom V Sacc до + Sgen
9868,уменьшить 1.4,Snom V Sacc на + Sacc
9869,уменьшить 2.1,Snom V Sacc
9870,умереть 1.1,Snom V
9871,умереть 1.2,Snom V от + Sgen
9872,умереть 1.3,Snom V Sins
9873,умереть 2.1,Snom V за + Sacc
9874,умереть 3.1,Snom V
9875,уместиться 1.1,Snom V {ADV / PRгде + Sx}
9876,уместиться 2.1,Snom V в + Sloc
9877,уместиться 2.2,в + Sloc Vimpers Rel + CL
9878,уместиться 2.3,{Snom / Rel + CL} V в + Sloc у + Sgen
9879,уметь 1.1,Snom V Vinf
9880,умножить 1.1,Snom V Sacc
9881,умножить 1.2,Snom V Sacc на + Sacc
9882,умножить 1.3,Snom V в + уме
9883,умножить 1.4,Snom V Sacc на + Sacc в + уме
9884,умножить 2.1,Snom V Sacc
9885,умыться 1.1,Snom V
9886,умыться 1.2,Snom V Sins
9887,умыться 1.3,Snom V с + Sins
9888,умыться 2.1,Snom V Sins
9889,унести 1.1,Snom V Sacc
9890,унести 1.2,Snom V Sacc {ADV / PRоткуда + Sx}
9891,унести 1.3,Snom V Sacc {ADV / PRкуда + Sx}
9892,унести 1.4,Snom V Sacc с + собой
9893,унести 1.5,Snom V Sacc {в + Sloc / на + Sloc}
9894,унести 1.6,Snom V Sacc Vinf
9895,унести 2.1,Snom V Sacc
9896,унести 2.2,Snom V Sacc PRкуда + Sx
9897,унести 3.1,Snom V Sacc
9898,унести 3.2,Snom V Sacc от + Sgen
9899,унести 3.3,Snom V Sacc в + Sacc
9900,унести 4.1,Snom V Sacc
9901,унизить 1.1,Snom V Sacc
9902,унизить 1.2,Snom V Sacc Sins
9903,унизиться 1.1,Snom V
9904,унизиться 1.2,Snom V до + Sgen
9905,унизиться 1.3,Snom V перед + Sins
9906,уничтожить 1.1,Snom V Sacc
9907,уничтожить 1.2,Snom V Sacc Sins
9908,уничтожить 2.1,Snom V Sacc
9909,уничтожить 3.1,Snom V Sacc Sins
9910,упереться 1.1,Snom V в + Sacc
9911,упереться 1.2,Snom V Sins
9912,упереться 1.3,Snom V в + Sacc Sins
9913,упереться 2.1,Snom V в + Sacc Sins
9914,упереться 3.1,Snom V в + Sacc Sins
9915,упереться 4.1,Snom V в + Sacc
9916,упереться 4.2,Snom V в + Sacc Sins
9917,упереться 5.1,Snom V в + Sacc
9918,упереться 6.1,Snom V о + Sacc
9919,упереться 6.2,Snom V о + Sacc Sins
9920,упереться 7.1,Snom V
9921,упереться 7.2,Snom V Sins
9922,упереться 8.1,Snom V
9923,упереться 8.2,Snom V на + Sloc
9924,упомянуть 1.1,Snom V Sacc
9925,упомянуть 1.2,Snom V {о + Sloc / про + Sacc}
9926,упомянуть 1.3,Snom V что + CL
9927,упомянуть 1.4,Snom V Rel + CL
9928,упомянуть 1.5,Snom V Sacc по + Sdat
9929,употребить 1.1,Snom V Sacc
9930,употребить 1.2,Snom V Sacc для + Sgen
9931,употребить 2.1,Snom V Sacc в + Sacc
9932,употребить 2.2,Snom V Sacc на + Sacc
9933,употребить 3.1,Snom V Sacc
9934,управлять 1.1,Snom V Sins
9935,управлять 2.1,Snom V Sins
9936,управлять 3.1,Snom V Sins
9937,управлять 4.1,Snom V Sins
9938,упрекать 1.1,Snom V Sacc
9939,упрекать 1.2,Snom V Sacc за + Sacc
9940,упрекать 1.3,Snom V Sacc в + Sloc
9941,упростить 1.1,Snom V Sacc
9942,упростить 2.1,Snom V Sacc
9943,усвоить 1.1,Snom V Sacc
9944,усвоить 1.2,Snom V Sacc от + Sgen
9945,усвоить 2.1,Snom V Sacc
9946,усвоить 2.2,Snom V что + CL
9947,усвоить 2.3,Snom V Rel + CL
9948,усвоить 3.1,Snom V Sacc
9949,усилить 1.1,Snom V Sacc
9950,усилить 1.2,Snom V Sacc в + Sacc
9951,усилить 1.3,Snom V Sacc на + Sacc
9952,усилить 2.1,Snom V Sacc
9953,ускорить 1.1,Snom V Sacc
9954,ускорить 1.2,Snom V Sacc до + Sgen
9955,ускорить 1.3,Snom V Sacc в + Sacc
9956,ускорить 2.1,Snom V Sacc
9957,усмехаться 1.1,Snom V
9958,усмехаться 1.2,Snom V ADV
9959,усмехаться 1.3,Snom V от + Sgen
9960,усмехаться 1.4,Snom V в + усы
9961,успевать 3.1,Snom V по + Sdat
9962,успеть 1.1,Snom V {ADV / PRкуда + Sx}
9963,успеть 1.2,Snom V Vinf
9964,успеть 1.3,Snom V {ADV / PRкуда + Sx / Vinf} до + Sgen
9965,успеть 2.1,Snom V Vinf
9966,успокоить 1.1,Snom V Sacc
9967,успокоить 2.1,Snom V Sacc
9968,успокоить 3.1,Snom V Sacc
9969,успокоиться 1.1,Snom V
9970,успокоиться 2.1,Snom V
9971,успокоиться 3.1,Snom V
9972,успокоиться 4.1,Snom V на + Sloc
9973,установить 1.1,Snom V Sacc
9974,установить 1.2,Snom V Sacc {ADV / PRгде + Sx}
9975,установить 2.1,Snom V Sacc
9976,установить 2.2,Snom V Sacc PRгде + Sx
9977,установить 3.1,Snom V Sacc
9978,установить 4.1,Snom V Sacc
9979,установить 4.2,Snom V что + CL
9980,установить 4.3,Snom V Rel + CL
9981,установить 4.4,Snom V CLi
9982,установить 4.5,Snom V {Sacc / что + CL / Rel + CL / CL} по + Sdat
9983,установиться 1.1,Snom V
9984,установиться 1.2,Snom V {ADV / PRгде + Sx}
9985,установиться 2.1,Snom V у + Sgen
9986,устать 1.1,Snom V
9987,устать 1.2,Snom V ADV
9988,устать 1.3,Snom V от + Sgen
9989,устать 1.4,Snom V Vinf
9990,устать 2.1,Snom не V Vinf
9991,устоять 1.1,Snom V
9992,устоять 1.2,Snom V на + Sloc
9993,устоять 2.1,Snom V
9994,устоять 2.2,Snom V против + Sgen
9995,устоять 2.3,Snom V под + Sins
9996,устоять 3.1,Snom V против + Sgen
9997,устоять 3.2,Snom V перед + Sins
9998,устроить 1.1,Snom V Sacc
9999,устроить 1.2,Snom V Sacc из + Sgen
10000,устроить 2.1,Snom V Sacc
10001,устроить 2.2,Snom V Sacc {ADV / PRгде + Sx}
10002,устроить 3.1,Snom V Sacc
10003,устроить 3.2,Snom V Sacc Sdat
10004,устроить 4.1,Snom V Sacc Sdat
10005,устроить 5.1,Snom V Sacc PRкуда + Sx
10006,устроить 5.2,Snom V Sacc на + Sacc
10007,устроить 5.3,Snom V Sacc Sins
10008,устроить 5.4,Snom V Sacc Vinf
10009,устроить 6.1,Snom V Sacc
10010,устроить 6.2,Snom V Sacc ADV
10011,устроить 7.1,Snom V чтобы + CL
10012,устроить 7.2,Snom V так + что + CL
10013,устроить 8.1,Snom V Sacc
10014,устроить 9.1,Snom V Sacc ADV
10015,устроиться 1.1,Snom V
10016,устроиться 1.2,Snom V {ADV / PRгде + Sx}
10017,устроиться 2.1,Snom V {ADV / PRкуда + Sx}
10018,устроиться 2.2,Snom V Sins
10019,устроиться 2.3,Snom V Vinf
10020,устроиться 3.1,Snom V
10021,устроиться 3.2,Snom V ADV
10022,устроиться 3.3,Snom V {ADV / PRгде + Sx}
10023,устроиться 3.4,Snom V Vinf
10024,устроиться 4.1,Snom V
10025,устроиться 4.2,Snom V ADV
10026,уступить 1.1,Snom V Sacc
10027,уступить 1.2,Snom V Sacc Sdat
10028,уступить 2.1,Snom V Sdat
10029,уступить 2.2,Snom V Sacc
10030,уступить 2.3,Snom V Sacc {ADV / за + Sacc}
10031,уступить 3.1,Snom V Sacc
10032,уступить 3.2,Snom V Sacc Sdat
10033,уступить 4.1,Snom V Sdat
10034,уступить 5.1,Snom V
10035,уступить 5.2,Snom V Sdat
10036,уступить 5.3,Snom V Sdat в + Sloc
10037,уступить 6.1,Snom V
10038,уступить 6.2,Snom V Sdat
10039,уступить 7.1,Snom V Sdat
10040,уступить 7.2,Snom V Sdat Sins
10041,уступить 7.3,Snom V Sdat в + Sloc
10042,утвердить 1.1,Snom V Sacc
10043,утвердить 2.1,Snom V Sacc
10044,утвердить 2.2,Snom V Sacc Sins
10045,утвердить 3.1,Snom V Sacc
10046,утвердить 3.2,Snom V Sacc Sins
10047,утвердить 3.3,Snom V Sacc в + Sloc
10048,утвердить 4.1,Snom V Sacc в + Sloc
10049,утвердить 5.1,Snom V Sacc
10050,утвердить 5.2,Snom V что + CL
10051,утвердить 5.3,Snom V «CL»
10052,утешить 1.1,Snom V Sacc
10053,утешить 1.2,Snom V Sacc Sins
10054,утомить 1.1,Snom V Sacc
10055,утомить 1.2,Snom V Sacc Sins
10056,утомиться 1.1,Snom V
10057,утомиться 1.2,Snom V от + Sgen
10058,уточнить 1.1,Snom V Sacc
10059,уточнить 1.2,Snom V Rel + CL
10060,уточнить 2.4,Snom V CLi
10061,уточнить 1.4,Snom V «CL»
10062,ухаживать 1.1,Snom V за + Sins
10063,ухаживать 2.1,Snom V за + Sins
10064,ухудшиться 1.1,Snom V
10065,ухудшиться 1.2,Snom V ADV
10066,участвовать 1.1,Snom V в + Sloc
10067,учесть 1.1,Snom V Sacc
10068,учесть 1.2,Snom V что + CL
10069,учесть 1.3,Snom V CL
10070,учесть 1.4,Snom V Rel + CL
10071,учесть 2.1,Snom V Sacc
10072,учить 1.1,Snom V Sacc
10073,учить 1.2,Snom V Sacc Sdat
10074,учить 1.3,Snom V Sacc Vinf
10075,учить 2.1,Snom V Sacc Sdat
10076,учить 2.2,Snom V Sacc Vinf
10077,учить 3.1,Snom V что + CL
10078,учить 4.1,Snom V Sacc
10079,учить 5.1,Snom V Sacc
10080,учиться 1.1,Snom V
10081,учиться 1.2,Snom V ADV
10082,учиться 1.3,Snom V у + Sgen
10083,учиться 1.4,Snom V Sdat
10084,учиться 1.5,Snom V по + Sdat
10085,учиться 1.6,Snom V на + Sacc
10086,учиться 1.7,Snom V {в + Sloc / на + Sloc}
10087,учиться 1.8,Snom V Vinf
10088,учиться 1.9,Snom V по + Sdat {ADV / на + Sacc}
10089,учиться 2.1,Snom V
10090,учиться 2.2,Snom V у + Sgen
10091,учиться 2.3,Snom V Sdat
10092,учиться 2.4,Snom V на + Sloc
10093,учиться 2.5,Snom V Vinf
10094,формировать 1.1,Snom V Sacc
10095,формировать 2.1,Snom V Sacc
10096,формировать 2.2,Snom V Sacc из + Sgen
10097,характеризовать 1.1,Snom V Sacc
10098,характеризовать 1.2,Snom V Sacc ADV
10099,характеризовать 1.3,Snom V Sacc как + Sacc
10100,характеризовать 2.1,Snom V Sacc
10101,хвалить 2.1,Snom V Sacc
10102,хвалить 2.2,Snom V Sacc за + Sacc
10103,хвалить 1.3,Snom V Sacc в + Sloc
10104,хвалить 1.4,Snom V Sacc «CL»
10105,хвастаться 1.1,Snom V
10106,хвастаться 1.2,Snom V Sins
10107,хвастаться 1.3,Snom V перед + Sins
10108,хвастаться 1.4,Snom V Conj + CL
10109,хвастаться 1.5,Snom V «CL»
10110,хватать1 1.1,Snom V Sacc
10111,хватать1 1.2,Snom V Sacc PRоткуда + Sx
10112,хватать1 1.3,Snom V Sacc в + Sacc
10113,хватать1 1.4,Snom V Sacc за + Sacc
10114,хватать1 1.5,Snom V Sacc на + руки
10115,хватать1 1.6,Snom V Sacc под + руку
10116,хватать1 1.7,Snom V Sacc Sins
10117,хватать1 2.1,Snom V Sacc
10118,хватать1 3.1,Snom V Sacc
10119,хватать1 4.1,Snom V Sacc
10120,хватать1 4.2,Snom V Sacc {ADV / PRгде + Sx}
10121,хватать2 1.1,Sgen Vimpers
10122,хватать2 1.2,Sgen Vimpers у + Sgen
10123,хватать2 1.3,Sgen Vimpers Sdat
10124,хватать2 1.4,Sgen Vimpers на + Sacc
10125,хватать2 2.1,Sgen Vimpers ADV
10126,хватать2 2.2,Sgen Vimpers на + Sacc
10127,хватать2 3.1,Vimpers
10128,хватать2 3.2,Sgen Vimpers
10129,хватать2 3.3,с + Sgen Vimpers
10130,хватать2 3.4,Vimpers Vinf
10131,хвататься 1.1,Snom V за + Sacc
10132,хвататься 1.2,Snom V за + Sacc Sins
10133,хвататься 2.1,Snom V за + Sacc
10134,хлопать 1.1,Snom V по + Sdat
10135,хлопать 1.2,Snom V Sacc
10136,хлопать 1.3,Snom V Sacc {по + Sdat / в + Sacc}
10137,хлопать 1.4,Snom V {по + Sdat / Sacc} Sins
10138,хлопать 2.1,Snom V в + Sacc
10139,хлопать 2.2,Snom V Sins
10140,хлопать 3.1,Snom V
10141,хлопать 4.1,Snom V
10142,хлопать 4.2,Snom V Sdat
10143,хлопотать 1.1,Snom V
10144,хлопотать 1.2,Snom V PRгде + Sx
10145,хлопотать 1.3,Snom V по + Sdat
10146,хлопотать 2.1,Snom V
10147,хлопотать 2.2,Snom V Sacc
10148,хлопотать 2.3,Snom V о + Sloc
10149,хлопотать 2.4,Snom V чтобы + CL
10150,хлопотать 3.1,Snom V за + Sacc
10151,хлопотать 3.2,Snom V о + Sloc
10152,хмурить 1.1,Snom V Sacc
10153,хмуриться 1.1,Snom V
10154,хмуриться 2.1,Snom V
10155,ходить 1.1,Snom V
10156,ходить 1.2,Snom V {ADV / PRкуда + Sx}
10157,ходить 1.3,Snom V {ADV / PRгде + Sx}
10158,ходить 1.4,Snom V PRтраект + Sx
10159,ходить 1.5,Snom V на + Sacc
10160,ходить 1.6,Snom V Sins
10161,ходить 1.7,Snom V на + Sloc
10162,ходить 1.8,Snom V Vinf
10163,ходить 2.1,Snom V {ADV / PR + Sx}
